Code agence;Commune;Code postal;Latitude;Longitude
NT14G;Grentheville;14540;49.1509627229952;-0.29735505580902105
NT61L;Lonrai;61250;48.462393031107716;0.03381729125976563
NT50V;Villedieu-les-Poêles;50800;48.8424;-1.23952
NT50T;Cherbourg-en-Cotentin;50110;49.636686199802;-1.584116884115
NT50S;Condé-sur-Vire;50890;49.046229053341;-0.991599705415
