;Dpt;Code INSEE;CP;Commune;Code agence;Code Directionnel;Latitude;Longitude;Commune_agence;Code postal;Latitude_agence;Longitude_agence;Distance (km)
FR;50;50372;50250;NEUFMESNIL;NT50X;50S;49.3133316040042;-1.53611099719998;Cond«ü∂∏-sur-Vire;50890;49.046229053341;-0.991599705415;49.58
FR;50;50373;50480;NEUVILLE AU PLAIN;NT50X;50S;49.4297218322748;-1.32972204685207;Cond«ü∂∏-sur-Vire;50890;49.046229053341;-0.991599705415;49.25
FR;50;50376;50200;NICORPS;NT50X;50V;49.0277786254883;-1.41944396495822;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;24.47
FR;50;50377;50320;NOIRPALU;NT50X;50V;48.7922;-1.32757;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;8.54
FR;50;50378;50210;NOTRE DAME DE CENILLY;NT50X;50V;48.9980545043949;-1.25611102581017;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;17.35
FR;50;50379;50370;NOTRE DAME DE LIVOYE;NT50X;50V;48.7444458007809;-1.20416700839999;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;11.2
FR;50;50380;50810;NOTRE DAME D ELLE;NT50X;50S;49.1111106872559;-0.95916700363161;Cond«ü∂∏-sur-Vire;50890;49.046229053341;-0.991599705415;7.59
FR;50;50381;50140;NOTRE DAME DU TOUCHET;NT50X;50V;48.5838890075679;-0.954443991184256;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;35.59
FR;50;50387;50390;ORGLANDES;NT50X;50S;49.4219436645512;-1.44833302497861;Cond«ü∂∏-sur-Vire;50890;49.046229053341;-0.991599705415;53.41
FR;50;50388;50660;ORVAL SUR SIENNE;NT50X;50V;49.0136108398439;-1.46916699409478;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;25.41
FR;50;50389;50210;OUVILLE;NT50X;50V;49.0202789306639;-1.36194396018982;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;21.72
FR;50;50390;50310;OZEVILLE;NT50X;50S;49.4966659545901;-1.3302780389786;Cond«ü∂∏-sur-Vire;50890;49.046229053341;-0.991599705415;55.83
FR;50;50391;50600;GRANDPARIGNY;NT50X;50V;48.5963897705082;-1.07777798175809;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;29.83
FR;50;50392;50170;LES PAS;NT50X;50V;48.43;-0.69972;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;60.71
FR;50;50393;50410;PERCY EN NORMANDIE;NT50X;50V;48.918609619141;-1.18861103057862;Villedieu-les-Po«ü∂¶les;50800;48.8424;-1.23952;9.26
