Agence entree reseau;Agence sortie reseau;D‚partement;INSEE;Cp;Ville;PS;Correspondant;Ligne depart;UM;Poids;Latitude;Longitude;Zone
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;10;1;415;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;3;1;461;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;8;1;1061;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;710;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;8;2;1142.4;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;8;1;156;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;3;2;1123;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;3;1635;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;21;4;782.781;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;696.52;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;1;150;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;1;600;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;3;1;350;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;TEV;1;283.4;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;231.739;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;10;3;413.597;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;3;386.282;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;10;1;250;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;10;1;265;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14118;14062;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;133.65;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;10;4;1519.89;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;3;2;1283;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;21;2;342.779;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;22;1;383;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;8;2;562;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;12;3;1176;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;1;466;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;4;819.908;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;4;571;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;4;800;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;1;312;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;3;1;329.6;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;21;1;111.421;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;200.37;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;10;1;250;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;716.16;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;3;591.69;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;8;1;345;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;21;1;548;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;1035;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;1;408;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;10;1;112.655;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;2;295.42;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;2;2;387.62;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14118;14000;CAEN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;1000;49.1844444274901;-0.360000014305113;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;394;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;100;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;203.5;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;104.5;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;217;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;BRT;3;1710.962;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;911.36;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;975;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14119;14630;CAGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;190.5;49.1461105346682;-0.253055989742281;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14120;14240;CAHAGNES;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;274;49.0647201538092;-0.766667008399941;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14120;14240;CAHAGNES;[NT50S] NORMATRANS 50 ST LO;NT50S;502;2;1347;49.0647201538092;-0.766667008399941;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14120;14240;CAHAGNES;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;404.24;49.0647201538092;-0.766667008399941;Zone 1
NORMATRANS 50 VILLEDIEU;NORMATRANS 50 ST LO;14;14120;14240;CAHAGNES;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;1000;49.0647201538092;-0.766667008399941;Zone 1
NORMATRANS 50 VILLEDIEU;NORMATRANS 50 ST LO;14;14120;14240;CAHAGNES;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;0.414;49.0647201538092;-0.766667008399941;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14121;14490;CAHAGNOLLES;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;26;1;781;49.1580543518071;-0.761389017105076;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14122;14210;LA CAINE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;26;1;60;49.0336112976069;-0.519721984863282;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14123;14610;CAIRON;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;39;1;315;49.2388877868651;-0.449721992015842;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14124;14230;LA CAMBE;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;362;49.3424987792973;-1.00472199916838;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14124;14230;LA CAMBE;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;142;49.3424987792973;-1.00472199916838;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 50 ST LO;14;14124;14230;LA CAMBE;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;540;49.3424987792973;-1.00472199916838;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14124;14230;LA CAMBE;[NT50S] NORMATRANS 50 ST LO;NT50S;502;2;888;49.3424987792973;-1.00472199916838;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14125;14610;CAMBES EN PLAINE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;39;1;636;49.2313880920407;-0.384443998336791;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14126;14340;CAMBREMER;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;291;49.1516685485838;0.0494440011680131;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14126;14340;CAMBREMER;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;54;1;1000;49.1516685485838;0.0494440011680131;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14126;14340;CAMBREMER;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;54;1;790;49.1516685485838;0.0494440011680131;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14126;14340;CAMBREMER;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;240;49.1516685485838;0.0494440011680131;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 50 ST LO;14;14127;14500;CAMPAGNOLLES;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;436;48.8911094665531;-0.92361098527909;Zone 1
NORMATRANS 50 VILLEDIEU;NORMATRANS 50 ST LO;14;14127;14500;CAMPAGNOLLES;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;345;48.8911094665531;-0.92361098527909;Zone 1
NORMATRANS 50 VILLEDIEU;NORMATRANS 50 ST LO;14;14127;14500;CAMPAGNOLLES;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;453;48.8911094665531;-0.92361098527909;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14129;14350;CAMPEAUX;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;314;48.9538879394532;-0.930278003215794;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 50 ST LO;14;14129;14350;CAMPEAUX;[NT50S] NORMATRANS 50 ST LO;NT50S;502;1;328;48.9538879394532;-0.930278003215794;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14130;14490;CAMPIGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;368;49.2427787780762;-0.807778000831605;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;1661;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;648;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;492;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;800;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;4;798;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;3;2040;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;661;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;425.04;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;316;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;395;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;805;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;120;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;390;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14137;14653;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;144.27;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;236;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;1523;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;695;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;31;1;309.5;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;4;375;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;1050;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;1019;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;4;927;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;810;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;411.6;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;1435;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;672;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;3;695;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;416;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;295;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;869.38;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;310;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;267;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;842;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;1306;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;1;424;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14652;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;4;874.65;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14137;14653;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;135.38;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;1372;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;37;2;596;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;1;600;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;840;49.1872215271001;-0.44472199678421;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14137;14650;CARPIQUET;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;2;1520;49.1872215271001;-0.44472199678421;Zone 1
