Pays;Dpt;Code INSEE;CP;Commune;Code agence;Code Directionnel;Latitude;Longitude;Commune_agence;Code postal;Latitude_agence;Longitude_agence;Distance (km);Zone
FR;14;14383;14111;LOUVIGNY;NT14G;14G;49.1569442749022;-0.390278011560442;Grentheville;14540;49.1509627229952;-0.297355055809021;6.81;Zone 1
FR;14;14384;14530;LUC SUR MER;NT14G;14G;49.3080558776858;-0.3552779853344;Grentheville;14540;49.1509627229952;-0.297355055809021;17.97;Zone 1
FR;14;14385;14400;MAGNY EN BESSIN;NT14G;14G;49.3066673278811;-0.662778019905071;Grentheville;14540;49.1509627229952;-0.297355055809021;31.75;Zone 2
FR;14;14386;14270;MAGNY LA CAMPAGNE;NT14G;14G;49.047500610352;-0.0986109972000109;Grentheville;14540;49.1509627229952;-0.297355055809021;18.52;Zone 1
FR;14;14387;14270;MAGNY LE FREULE;NT14G;14G;49.0980567932133;-0.0677779987454392;Grentheville;14540;49.1509627229952;-0.297355055809021;17.76;Zone 1
FR;14;14388;14500;MAISONCELLES LA JOURDAN;NT50S;50S;48.8016662597658;-0.850278019905107;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;29.1;Zone 2
FR;14;14389;14310;MAISONCELLES PELVEY;NT50S;50S;49.0566673278809;-0.673056006431568;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;23.31;Zone 2
FR;14;14390;14210;MAISONCELLES SUR AJON;NT14G;14G;49.053611755371;-0.540000021457672;Grentheville;14540;49.1509627229952;-0.297355055809021;20.76;Zone 2
FR;14;14391;14400;MAISONS;NT14G;14G;49.3138885498051;-0.751110970973951;Grentheville;14540;49.1509627229952;-0.297355055809021;37.69;Zone 2
FR;14;14392;14450;MAISY;NT50S;50S;49.3876226;-0.978757;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;37.98;Zone 2
FR;14;14393;14210;MAIZET;NT14G;14G;49.0794448852538;-0.471388995647432;Grentheville;14540;49.1509627229952;-0.297355055809021;14.99;Zone 1
FR;14;14394;14190;MAIZIERES;NT14G;14G;49.0163879394528;-0.157499998807912;Grentheville;14540;49.1509627229952;-0.297355055809021;18.12;Zone 1
FR;14;14395;14350;MALLOUE;NT50S;50S;48.9372215270999;-0.959999978542355;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;12.34;Zone 1
FR;14;14396;14930;MALTOT;NT14G;14G;49.1280555725101;-0.422500014305109;Grentheville;14540;49.1509627229952;-0.297355055809021;9.48;Zone 1
FR;14;14397;14710;MANDEVILLE EN BESSIN;NT50S;50S;49.3016662597657;-0.878889024257633;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;29.57;Zone 2
FR;14;14398;14340;MANERBE;NT14G;14G;49.185554504395;0.172222003340718;Grentheville;14540;49.1509627229952;-0.297355055809021;34.46;Zone 2
FR;14;14399;14130;MANNEVILLE LA PIPARD;NT14G;14G;49.2588882446292;0.22166700661182;Grentheville;14540;49.1509627229952;-0.297355055809021;39.68;Zone 2
FR;14;14400;14400;LE MANOIR;NT14G;14G;49.2838897705082;-0.594443976879138;Grentheville;14540;49.1509627229952;-0.297355055809021;26.21;Zone 2
FR;14;14401;14117;MANVIEUX;NT14G;14G;49.3372230529789;-0.656111001968367;Grentheville;14540;49.1509627229952;-0.297355055809021;33.34;Zone 2
FR;14;14402;14620;LE MARAIS LA CHAPELLE;NT14G;14G;48.8824996948239;-0.026388999074697;Grentheville;14540;49.1509627229952;-0.297355055809021;35.84;Zone 2
FR;14;14403;14100;MAROLLES;NT14G;14G;49.1391677856452;0.372777998447421;Grentheville;14540;49.1509627229952;-0.297355055809021;48.91;Zone 3
FR;14;14404;14220;MARTAINVILLE;NT14G;14G;48.9533348083497;-0.341944009065631;Grentheville;14540;49.1509627229952;-0.297355055809021;22.22;Zone 2
FR;14;14405;14700;MARTIGNY SUR L ANTE;NT14G;14G;48.9011116027827;-0.283055990934371;Grentheville;14540;49.1509627229952;-0.297355055809021;27.81;Zone 2
FR;14;14406;14740;MOULINS EN BESSIN;NT14G;14G;49.250831604004;-0.595556020736698;Grentheville;14540;49.1509627229952;-0.297355055809021;24.41;Zone 2
FR;14;14407;14920;MATHIEU;NT14G;14G;49.255554199219;-0.372500002384188;Grentheville;14540;49.1509627229952;-0.297355055809021;12.86;Zone 1
FR;14;14408;14320;MAY SUR ORNE;NT14G;14G;49.1008338928221;-0.371944010257721;Grentheville;14540;49.1509627229952;-0.297355055809021;7.79;Zone 1
FR;14;14409;14810;MERVILLE FRANCEVILLE PLAGE;NT14G;14G;49.2797203063961;-0.20083299279213;Grentheville;14540;49.1509627229952;-0.297355055809021;15.95;Zone 1
FR;14;14410;14370;MERY BISSIERES EN AUGE;NT14G;14G;49.1355552673339;-0.0822219997644411;Grentheville;14540;49.1509627229952;-0.297355055809021;15.79;Zone 1
FR;14;14411;14220;MESLAY;NT14G;14G;48.9641685485838;-0.39638900756836;Grentheville;14540;49.1509627229952;-0.297355055809021;22.0;Zone 2
FR;14;14412;14260;LE MESNIL AU GRAIN;NT14G;14G;49.0419425964357;-0.598333001136792;Grentheville;14540;49.1509627229952;-0.297355055809021;25.1;Zone 2
FR;14;14413;14260;LE MESNIL AUZOUF;NT50S;50S;48.9811096191412;-0.751389026641869;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;19.01;Zone 1
FR;14;14414;14140;LE MESNIL BACLEY;NT14G;14G;48.9983329772948;0.143056005239492;Grentheville;14540;49.1509627229952;-0.297355055809021;36.38;Zone 2
FR;14;14415;14380;LE MESNIL BENOIST;NT50V;50V;48.8666687011719;-0.987778007984136;Villedieu-les-Po̻les;50800;48.8424;-1.23952;18.67;Zone 1
FR;14;14416;14380;LE MESNIL CAUSSOIS;NT50V;50V;48.8558311462398;-1.0155559778214;Villedieu-les-Po̻les;50800;48.8424;-1.23952;16.51;Zone 1
FR;14;14417;14380;MESNIL CLINCHAMPS;NT50V;50V;48.852779388428;-0.990000009536719;Villedieu-les-Po̻les;50800;48.8424;-1.23952;18.35;Zone 1
FR;14;14418;14140;LE MESNIL DURAND;NT14G;14G;49.042778015137;0.1380559951067;Grentheville;14540;49.1509627229952;-0.297355055809021;34.0;Zone 2
FR;14;14419;14100;LE MESNIL EUDES;NT14G;14G;49.0930557250979;0.179167002439501;Grentheville;14540;49.1509627229952;-0.297355055809021;35.37;Zone 2
FR;14;14420;14140;LE MESNIL GERMAIN;NT14G;14G;49.0461120605473;0.190833002328871;Grentheville;14540;49.1509627229952;-0.297355055809021;37.51;Zone 2
FR;14;14421;14100;LE MESNIL GUILLAUME;NT14G;14G;49.1044425964359;0.28777799010277;Grentheville;14540;49.1509627229952;-0.297355055809021;43.02;Zone 3
FR;14;14422;14270;LE MESNIL MAUGER;NT14G;14G;49.0877761840821;0.0191670004278417;Grentheville;14540;49.1509627229952;-0.297355055809021;24.15;Zone 2
FR;14;14423;14740;LE MESNIL PATRY;NT14G;14G;49.1947212219239;-0.545000016689298;Grentheville;14540;49.1509627229952;-0.297355055809021;18.7;Zone 1
FR;14;14424;14380;LE MESNIL ROBERT;NT50V;50V;48.8761100769038;-0.954721987247489;Villedieu-les-Po̻les;50800;48.8424;-1.23952;21.23;Zone 2
FR;14;14425;14140;LE MESNIL SIMON;NT14G;14G;49.0894432067872;0.105278000235561;Grentheville;14540;49.1509627229952;-0.297355055809021;30.18;Zone 2
FR;14;14426;14130;LE MESNIL SUR BLANGY;NT14G;14G;49.2580566406248;0.260832995176322;Grentheville;14540;49.1509627229952;-0.297355055809021;42.38;Zone 3
FR;14;14427;14690;LE MESNIL VILLEMENT;NT14G;14G;48.8538894653323;-0.36888900399208;Grentheville;14540;49.1509627229952;-0.297355055809021;33.45;Zone 2
FR;14;14429;14290;MEULLES;NT14G;14G;48.9752769470208;0.330556005239488;Grentheville;14540;49.1509627229952;-0.297355055809021;49.87;Zone 3
FR;14;14430;14960;MEUVAINES;NT14G;14G;49.3263893127442;-0.56499999761581;Grentheville;14540;49.1509627229952;-0.297355055809021;27.58;Zone 2
FR;14;14431;14270;MEZIDON VALLEE D AUGE;NT14G;14G;49.0786094665531;-0.0636110007762883;Grentheville;14540;49.1509627229952;-0.297355055809021;18.87;Zone 1
FR;14;14432;14210;MISSY;NT14G;14G;49.1208343505862;-0.549166977405553;Grentheville;14540;49.1509627229952;-0.297355055809021;18.68;Zone 1
FR;14;14433;14170;MITTOIS;NT14G;14G;49.0091667175288;0.0241669993847608;Grentheville;14540;49.1509627229952;-0.297355055809021;28.29;Zone 2
FR;14;14434;14330;LE MOLAY;NT14G;14G;49.258104144027;-0.899240853465;Grentheville;14540;49.1509627229952;-0.297355055809021;45.45;Zone 3
FR;14;14435;14100;LES MONCEAUX;NT14G;14G;49.1091651916497;0.121110998094082;Grentheville;14540;49.1509627229952;-0.297355055809021;30.89;Zone 2
FR;14;14436;14400;MONCEAUX EN BESSIN;NT14G;14G;49.247779846191;-0.692499995231631;Grentheville;14540;49.1509627229952;-0.297355055809021;30.74;Zone 2
FR;14;14437;14120;MONDEVILLE;NT14G;14G;49.1747207641598;-0.318055987358088;Grentheville;14540;49.1509627229952;-0.297355055809021;3.04;Zone 1
FR;14;14438;14210;MONDRAINVILLE;NT14G;14G;49.1388893127442;-0.51333302259445;Grentheville;14540;49.1509627229952;-0.297355055809021;15.81;Zone 1
FR;14;14439;14230;MONFREVILLE;NT50S;50S;49.3091659545901;-1.03277802467351;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;29.4;Zone 2
FR;14;14440;14260;MONTAMY;NT50S;50S;48.9738883972173;-0.764167010784125;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;18.48;Zone 1
FR;14;14441;14350;MONT BERTRAND;NT50S;50S;48.9697227478032;-0.915832996368409;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;10.15;Zone 1
FR;14;14442;14350;MONTCHAMP;NT50S;50S;48.9222221374511;-0.76499998569487;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;21.57;Zone 2
FR;14;14443;14350;MONTCHAUVET;NT50S;50S;48.9449996948241;-0.737778007984183;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;21.72;Zone 2
FR;14;14444;14270;MONTEILLE;NT14G;14G;49.1063880920409;0.0458329990506169;Grentheville;14540;49.1509627229952;-0.297355055809021;25.53;Zone 2
FR;14;14445;14490;MONTFIQUET;NT50S;50S;49.1688880920411;-0.892499983310691;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;15.44;Zone 1
FR;14;14446;14210;MONTIGNY;NT14G;14G;49.0444450378421;-0.532221972942351;Grentheville;14540;49.1509627229952;-0.297355055809021;20.85;Zone 2
FR;14;14447;14170;MONTPINCON;NT14G;14G;48.954897957833;0.081391716414;Grentheville;14540;49.1509627229952;-0.297355055809021;35.24;Zone 2
FR;14;14448;14340;MONTREUIL EN AUGE;NT14G;14G;49.1702766418458;0.056111000478268;Grentheville;14540;49.1509627229952;-0.297355055809021;25.87;Zone 2
FR;14;14449;14310;MONTS EN BESSIN;NT14G;14G;49.1163902282711;-0.606110990047474;Grentheville;14540;49.1509627229952;-0.297355055809021;22.86;Zone 2
FR;14;14450;14140;MONTVIETTE;NT14G;14G;48.9983329772948;0.0961109995842005;Grentheville;14540;49.1509627229952;-0.297355055809021;33.38;Zone 2
FR;14;14452;14620;MORTEAUX COULIBOEUF;NT14G;14G;48.9236106872558;-0.067221999168396;Grentheville;14540;49.1509627229952;-0.297355055809021;30.37;Zone 2
FR;14;14453;14400;MOSLES;NT14G;14G;49.309722900391;-0.818611025810242;Grentheville;14540;49.1509627229952;-0.297355055809021;41.87;Zone 3
FR;14;14454;14790;MOUEN;NT14G;14G;49.151111602783;-0.484443992376332;Grentheville;14540;49.1509627229952;-0.297355055809021;13.65;Zone 1
FR;14;14455;14220;MOULINES;NT14G;14G;48.9902763366701;-0.338055998086931;Grentheville;14540;49.1509627229952;-0.297355055809021;18.12;Zone 1
FR;14;14456;14370;MOULT CHICHEBOVILLE;NT14G;14G;49.1163902282711;-0.16416700184345;Grentheville;14540;49.1509627229952;-0.297355055809021;10.45;Zone 1
FR;14;14457;14620;LES MOUTIERS EN AUGE;NT14G;14G;48.9005546569819;-0.0133330002427099;Grentheville;14540;49.1509627229952;-0.297355055809021;34.74;Zone 2
FR;14;14458;14220;LES MOUTIERS EN CINGLAIS;NT14G;14G;49.0308341979981;-0.424167007207873;Grentheville;14540;49.1509627229952;-0.297355055809021;16.26;Zone 1
FR;14;14459;14140;LES MOUTIERS HUBERT;NT14G;14G;48.977222442627;0.26888900995255;Grentheville;14540;49.1509627229952;-0.297355055809021;45.67;Zone 3
FR;14;14460;14590;MOYAUX;NT14G;14G;49.1944427490229;0.357499986886983;Grentheville;14540;49.1509627229952;-0.297355055809021;48.0;Zone 3
FR;14;14461;14220;MUTRECY;NT14G;14G;49.0641670227052;-0.424167007207873;Grentheville;14540;49.1509627229952;-0.297355055809021;13.38;Zone 1
FR;14;14462;14230;NEUILLY LA FORET;NT50S;50S;49.2702789306641;-1.10000002384188;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;26.14;Zone 2
FR;14;14463;14210;NEUILLY LE MALHERBE;NT14G;14G;49.0951;-0.542258;Grentheville;14540;49.1509627229952;-0.297355055809021;18.92;Zone 1
FR;14;14465;14400;NONANT;NT14G;14G;49.2425003051758;-0.638611018657654;Grentheville;14540;49.1509627229952;-0.297355055809021;26.87;Zone 2
FR;14;14466;14100;NOROLLES;NT14G;14G;49.198333740234;0.23999999463558;Grentheville;14540;49.1509627229952;-0.297355055809021;39.53;Zone 2
FR;14;14467;14700;NORON L ABBAYE;NT14G;14G;48.8944435119628;-0.245832994580271;Grentheville;14540;49.1509627229952;-0.297355055809021;28.78;Zone 2
FR;14;14468;14490;NORON LA POTERIE;NT14G;14G;49.2236099243159;-0.769999980926502;Grentheville;14540;49.1509627229952;-0.297355055809021;35.39;Zone 2
FR;14;14469;14620;NORREY EN AUGE;NT14G;14G;48.9130554199222;-0.0155560001730918;Grentheville;14540;49.1509627229952;-0.297355055809021;33.54;Zone 2
FR;14;14470;14740;NORREY EN BESSIN;NT14G;14G;49.199;-0.51287;Grentheville;14540;49.1509627229952;-0.297355055809021;16.6;Zone 1
FR;14;14471;14140;NOTRE DAME DE COURSON;NT14G;14G;48.9902763366701;0.263332992792132;Grentheville;14540;49.1509627229952;-0.297355055809021;44.7;Zone 3
FR;14;14472;14170;NOTRE DAME DE FRESNAY;NT14G;14G;48.96155224599;0.042923474704;Grentheville;14540;49.1509627229952;-0.297355055809021;32.59;Zone 2
FR;14;14473;14340;NOTRE DAME DE LIVAYE;NT14G;14G;49.1155548095698;0.0461109988391402;Grentheville;14540;49.1509627229952;-0.297355055809021;25.37;Zone 2
FR;14;14474;14340;NOTRE DAME D ESTREES CORBON;NT14G;14G;49.1433334350588;0.0122220003977417;Grentheville;14540;49.1509627229952;-0.297355055809021;22.6;Zone 2
FR;14;14475;14210;NOYER BOCAGE;NT14G;14G;49.1255569458012;-0.565555989742282;Grentheville;14540;49.1509627229952;-0.297355055809021;19.77;Zone 1
FR;14;14475;14210;VAL D ARRY;NT14G;14G;49.1255569458012;-0.565555989742282;Grentheville;14540;49.1509627229952;-0.297355055809021;19.77;Zone 1
FR;14;14476;14170;OLENDON;NT14G;14G;48.9688873291019;-0.170833006501199;Grentheville;14540;49.1509627229952;-0.297355055809021;22.26;Zone 2
FR;14;14477;14260;ONDEFONTAINE;NT50S;50S;48.9966659545902;-0.685277998447416;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;23.07;Zone 2
FR;14;14478;14290;ORBEC;NT14G;14G;49.0216674804692;0.40611100196838;Grentheville;14540;49.1509627229952;-0.297355055809021;53.36;Zone 3
FR;14;14479;14240;ORBOIS;NT14G;14G;49.128271282023;-0.678018916178;Grentheville;14540;49.1509627229952;-0.297355055809021;27.89;Zone 2
FR;14;14480;14230;OSMANVILLE;NT50S;50S;49.3300018310549;-1.08194398880002;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;32.24;Zone 2
FR;14;14481;14230;LES OUBEAUX;NT50S;50S;49.286666870117;-1.06805598735811;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;27.31;Zone 2
FR;14;14482;14270;OUEZY;NT14G;14G;49.083914;-0.103874000000001;Grentheville;14540;49.1509627229952;-0.297355055809021;15.97;Zone 1
FR;14;14483;14220;OUFFIERES;NT14G;14G;49.0238876342771;-0.491389006376269;Grentheville;14540;49.1509627229952;-0.297355055809021;20.01;Zone 2
FR;14;14484;14590;OUILLY DU HOULEY;NT14G;14G;49.1658325195313;0.331943988800053;Grentheville;14540;49.1509627229952;-0.297355055809021;45.93;Zone 3
FR;14;14486;14190;OUILLY LE TESSON;NT14G;14G;48.9894447326663;-0.21916699409485;Grentheville;14540;49.1509627229952;-0.297355055809021;18.85;Zone 1
FR;14;14487;14100;OUILLY LE VICOMTE;NT14G;14G;49.1791687011717;0.209167003631591;Grentheville;14540;49.1509627229952;-0.297355055809021;37.07;Zone 2
FR;14;14488;14150;OUISTREHAM;NT14G;14G;49.2830543518069;-0.25777798891068;Grentheville;14540;49.1509627229952;-0.297355055809021;14.97;Zone 1
FR;14;14489;14170;OUVILLE LA BIEN TOURNEE;NT14G;14G;49.0538902282709;-0.0202779993414881;Grentheville;14540;49.1509627229952;-0.297355055809021;22.93;Zone 2
FR;14;14490;14240;PARFOURU L ECLIN;NT14G;14G;49.130520422688;-0.75066835817;Grentheville;14540;49.1509627229952;-0.297355055809021;33.15;Zone 2
FR;14;14491;14310;PARFOURU SUR ODON;NT14G;14G;49.0888900756838;-0.607222020626079;Grentheville;14540;49.1509627229952;-0.297355055809021;23.65;Zone 2
FR;14;14492;14600;PENNEDEPIE;NT14G;14G;49.4080543518073;0.178610995411869;Grentheville;14540;49.1509627229952;-0.297355055809021;44.91;Zone 3
FR;14;14493;14270;PERCY EN AUGE;NT14G;14G;49.0563888549799;-0.0625000000000025;Grentheville;14540;49.1509627229952;-0.297355055809021;20.12;Zone 2
FR;14;14494;14160;PERIERS EN AUGE;NT14G;14G;49.2672233581537;-0.10666699707508;Grentheville;14540;49.1509627229952;-0.297355055809021;18.98;Zone 1
FR;14;14495;14112;PERIERS SUR LE DAN;NT14G;14G;49.2586097717288;-0.340833008289339;Grentheville;14540;49.1509627229952;-0.297355055809021;12.38;Zone 1
FR;14;14496;14770;PERIGNY;NT14G;14G;48.9258346557618;-0.600278019905097;Grentheville;14540;49.1509627229952;-0.297355055809021;33.43;Zone 2
FR;14;14497;14170;PERRIERES;NT14G;14G;48.9605560302731;-0.134443998336792;Grentheville;14540;49.1509627229952;-0.297355055809021;24.29;Zone 2
FR;14;14498;14700;PERTHEVILLE NERS;NT14G;14G;48.8744430541992;-0.11277800053358;Grentheville;14540;49.1509627229952;-0.297355055809021;33.59;Zone 2
FR;14;14499;14390;PETIVILLE;NT14G;14G;49.2427787780762;-0.175277993083;Grentheville;14540;49.1509627229952;-0.297355055809021;13.54;Zone 1
FR;14;14500;14130;PIERREFITTE EN AUGE;NT14G;14G;49.257778167725;0.20277799665928;Grentheville;14540;49.1509627229952;-0.297355055809021;38.33;Zone 2
FR;14;14501;14690;PIERREFITTE EN CINGLAIS;NT14G;14G;48.9033317565919;-0.387499988079067;Grentheville;14540;49.1509627229952;-0.297355055809021;28.32;Zone 2
FR;14;14502;14690;PIERREPONT;NT14G;14G;48.8930549621581;-0.32305601239204;Grentheville;14540;49.1509627229952;-0.297355055809021;28.74;Zone 2
FR;14;14503;14410;PIERRES;NT50S;50S;48.8722229003913;-0.733332991600062;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;27.06;Zone 2
FR;14;14504;14590;LE PIN;NT14G;14G;49.2102775573729;0.337222009897232;Grentheville;14540;49.1509627229952;-0.297355055809021;46.73;Zone 3
FR;14;14505;14220;PLACY;NT14G;14G;48.974998474121;-0.41472199559212;Grentheville;14540;49.1509627229952;-0.297355055809021;21.37;Zone 2
FR;14;14506;14490;PLANQUERY;NT50S;50S;49.1549987792972;-0.838889002800004;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;16.45;Zone 1
FR;14;14507;14380;PLEINES OEUVRES;NT50V;50V;48.942259700462;-1.004193095135;Villedieu-les-Po̻les;50800;48.8424;-1.23952;20.52;Zone 2
FR;14;14508;14770;LE PLESSIS GRIMOULT;NT50S;50S;48.9627761840822;-0.608332991600057;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;29.54;Zone 2
FR;14;14509;14440;PLUMETOT;NT14G;14G;49.2786102294918;-0.354999989271161;Grentheville;14540;49.1509627229952;-0.297355055809021;14.8;Zone 1
FR;14;14510;14690;LA POMMERAYE;NT14G;14G;48.9088897705081;-0.423610985279081;Grentheville;14540;49.1509627229952;-0.297355055809021;28.46;Zone 2
FR;14;14511;14380;PONT BELLANGER;NT50V;50V;48.9347229003909;-0.974443972110728;Villedieu-les-Po̻les;50800;48.8424;-1.23952;21.98;Zone 2
FR;14;14512;14110;PONTECOULANT;NT14G;14G;48.8783340454098;-0.586111009120945;Grentheville;14540;49.1509627229952;-0.297355055809021;36.95;Zone 2
FR;14;14513;14380;PONT FARCY;NT50V;50V;48.9377784729001;-1.03750002384191;Villedieu-les-Po̻les;50800;48.8424;-1.23952;18.22;Zone 1
FR;14;14514;14130;PONT L EVEQUE;NT14G;14G;49.2830543518069;0.182221993803982;Grentheville;14540;49.1509627229952;-0.297355055809021;37.9;Zone 2
FR;14;14515;14520;PORT EN BESSIN HUPPAIN;NT14G;14G;49.3472213745122;-0.756111025810268;Grentheville;14540;49.1509627229952;-0.297355055809021;39.9;Zone 2
FR;14;14516;14420;POTIGNY;NT14G;14G;48.972778320313;-0.244443997740752;Grentheville;14540;49.1509627229952;-0.297355055809021;20.19;Zone 2
FR;14;14517;14540;POUSSY LA CAMPAGNE;NT14G;14G;49.0813903808588;-0.220277994871141;Grentheville;14540;49.1509627229952;-0.297355055809021;9.57;Zone 1
FR;14;14518;14290;PREAUX ST SEBASTIEN;NT14G;14G;48.9869422912599;0.307500004768369;Grentheville;14540;49.1509627229952;-0.297355055809021;47.81;Zone 3
FR;14;14519;14210;PREAUX BOCAGE;NT14G;14G;49.0552787780762;-0.510277986526489;Grentheville;14540;49.1509627229952;-0.297355055809021;18.84;Zone 1
FR;14;14520;14340;LE PRE D AUGE;NT14G;14G;49.1533317565921;0.145556002855303;Grentheville;14540;49.1509627229952;-0.297355055809021;32.31;Zone 2
FR;14;14521;14410;PRESLES;NT50S;50S;48.8788871765138;-0.781111001968372;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;24.16;Zone 2
FR;14;14522;14140;PRETREVILLE;NT14G;14G;49.0747222900389;0.252499997615809;Grentheville;14540;49.1509627229952;-0.297355055809021;41.03;Zone 3
FR;14;14523;14110;PROUSSY;NT14G;14G;48.88166809082;-0.537778019905089;Grentheville;14540;49.1509627229952;-0.297355055809021;34.73;Zone 2
FR;14;14524;14430;PUTOT EN AUGE;NT14G;14G;49.216667175293;-0.0677779987454392;Grentheville;14540;49.1509627229952;-0.297355055809021;18.26;Zone 1
FR;14;14525;14740;PUTOT EN BESSIN;NT14G;14G;49.2133331298827;-0.540278017520899;Grentheville;14540;49.1509627229952;-0.297355055809021;19.02;Zone 1
FR;14;14526;14240;QUESNAY GUESNON;NT14G;14G;49.15;-0.73333;Grentheville;14540;49.1509627229952;-0.297355055809021;31.8;Zone 2
FR;14;14527;14270;BELLE VIE EN AUGE;NT14G;14G;49.1041679382318;-0.0386109985411171;Grentheville;14540;49.1509627229952;-0.297355055809021;19.59;Zone 1
FR;14;14528;14130;QUETTEVILLE;NT14G;14G;49.3372230529789;0.30611100792885;Grentheville;14540;49.1509627229952;-0.297355055809021;48.58;Zone 3
FR;14;14529;14400;RANCHY;NT14G;14G;49.2536125183108;-0.757499992847421;Grentheville;14540;49.1509627229952;-0.297355055809021;35.42;Zone 2
FR;14;14530;14860;RANVILLE;NT14G;14G;49.2308311462399;-0.254444003105159;Grentheville;14540;49.1509627229952;-0.297355055809021;9.42;Zone 1
FR;14;14531;14690;RAPILLY;NT14G;14G;48.8569450378421;-0.335833013057707;Grentheville;14540;49.1509627229952;-0.297355055809021;32.82;Zone 2
FR;14;14532;14350;LE RECULEY;NT50S;50S;48.9091682434079;-0.843888998031636;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;18.69;Zone 1
FR;14;14533;14340;REPENTIGNY;NT14G;14G;49.1911125183112;0.046388998627663;Grentheville;14540;49.1509627229952;-0.297355055809021;25.46;Zone 2
FR;14;14534;14130;REUX;NT14G;14G;49.273056030273;0.15111100673676;Grentheville;14540;49.1509627229952;-0.297355055809021;35.38;Zone 2
FR;14;14535;14470;REVIERS;NT14G;14G;49.3011093139649;-0.46694400906563;Grentheville;14540;49.1509627229952;-0.297355055809021;20.77;Zone 2
FR;14;14536;14600;LA RIVIERE ST SAUVEUR;NT14G;14G;49.4077796936043;0.271667003631588;Grentheville;14540;49.1509627229952;-0.297355055809021;50.3;Zone 3
FR;14;14537;14860;ROBEHOMME;NT14G;14G;49.2297;-0.155136;Grentheville;14540;49.1509627229952;-0.297355055809021;13.57;Zone 1
FR;14;14538;14540;ROCQUANCOURT;NT14G;14G;49.0938873291017;-0.319721996784211;Grentheville;14540;49.1509627229952;-0.297355055809021;6.55;Zone 1
FR;14;14539;14410;LA ROCQUE;NT50S;50S;48.8897209167478;-0.675556004047385;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;28.96;Zone 2
FR;14;14540;14100;ROCQUES;NT14G;14G;49.1702766418458;0.244721993803979;Grentheville;14540;49.1509627229952;-0.297355055809021;39.6;Zone 2
FR;14;14541;14340;LA ROQUE BAIGNARD;NT14G;14G;49.1791687011717;0.100556001067162;Grentheville;14540;49.1509627229952;-0.297355055809021;29.19;Zone 2
FR;14;14542;14740;ROSEL;NT14G;14G;49.2288894653318;-0.45916700363159;Grentheville;14540;49.1509627229952;-0.297355055809021;14.64;Zone 1
FR;14;14543;14980;ROTS;NT14G;14G;49.2108345031738;-0.473888993263242;Grentheville;14540;49.1509627229952;-0.297355055809021;14.49;Zone 1
FR;14;14544;14260;ROUCAMPS;NT50S;50S;48.9897232055661;-0.620000004768393;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;27.9;Zone 2
FR;14;14545;14500;ROULLOURS;NT50S;50S;48.8330574035643;-0.840278029441842;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;26.17;Zone 2
FR;14;14546;14190;ROUVRES;NT14G;14G;49.0058326721192;-0.172222003340718;Grentheville;14540;49.1509627229952;-0.297355055809021;18.55;Zone 1
FR;14;14547;14710;RUBERCY;NT50S;50S;49.284721374512;-0.880277991294843;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;27.74;Zone 2
FR;14;14548;14480;RUCQUEVILLE;NT14G;14G;49.2566680908201;-0.581667006015779;Grentheville;14540;49.1509627229952;-0.297355055809021;23.82;Zone 2
FR;14;14549;14410;RULLY;NT50S;50S;48.8258323669429;-0.713611006736766;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;31.87;Zone 2
FR;14;14550;14340;RUMESNIL;NT14G;14G;49.1844444274901;0.0299999993294481;Grentheville;14540;49.1509627229952;-0.297355055809021;24.16;Zone 2
FR;14;14551;14710;RUSSY;NT14G;14G;49.3322219848629;-0.818889021873475;Grentheville;14540;49.1509627229952;-0.297355055809021;43.0;Zone 3
FR;14;14552;14400;RYES;NT14G;14G;49.3113899230961;-0.623055994510675;Grentheville;14540;49.1509627229952;-0.297355055809021;29.68;Zone 2
